Date,Total crawl requests,Total download size (Bytes),Average response time (ms)
2026-09-11,4,185628,492
2026-09-12,53,845177,484
2026-09-13,30,601596,310
2026-09-14,8,808969,400
2026-09-16,7,99128,598
2026-09-17,7,83158,735
